transaction_id,transaction_amount,transaction_hour,distance_from_home_km,failed_auth_count_24h,is_fraud
19550,42.37,20,13.84,0,0
19551,53.93,22,29.37,0,0
19552,19.63,14,4.52,0,0
19553,27.21,11,21.12,0,0
19554,316.42,7,10.55,0,0
19555,19.58,15,12.16,0,0
19556,80.74,11,7.78,0,0
19557,37.1,8,1.71,0,0
19558,28.22,4,7.72,0,0
19559,53.31,15,9.71,0,0
19560,18.74,23,3.58,0,0
19561,97.87,9,7.51,0,0
19562,31.08,14,8.34,0,0
19563,43.96,20,25.03,0,0
19564,37.21,10,13.23,0,0
19565,45.71,20,23.72,0,0
19566,27.78,17,4.35,0,0
19567,70.84,18,24.64,0,0
19568,11.93,22,3.6,0,0
19569,7.69,17,23.29,0,0
19570,71.98,6,17.33,0,0
19571,11.59,16,1.71,0,0
19572,45.05,19,38.09,0,0
19573,46.44,19,6.44,0,0
19574,42.77,8,4.56,0,0
19575,14.52,8,21.13,0,0
19576,23.03,8,12.18,0,0
19577,22.86,10,22.62,1,0
19578,53.01,11,21.68,0,0
19579,14.55,10,19.51,0,0
19580,43.32,14,1.46,0,0
19581,24.29,7,11.76,0,0
19582,63.22,6,43.19,0,0
19583,24.41,8,2.81,0,0
19584,12.89,17,257.31,0,0
19585,61.47,19,8.51,0,0
19586,55.39,18,35.97,0,0
19587,26.84,8,15.81,0,0
19588,13.73,6,0.12,0,0
19589,33.19,13,6.73,0,0
19590,30.05,10,13.93,0,0
19591,77.7,11,27.89,0,0
19592,15.36,11,6.1,0,0
19593,7.17,11,236.43,0,0
19594,8.16,13,7.73,1,0
19595,54.75,22,9.91,0,0
19596,23.43,14,13.37,0,0
19597,81.36,22,17.15,0,0
19598,30.01,10,5.38,0,0
19599,51.41,11,3.78,0,0
19600,36.3,9,12.66,0,0
19601,40.75,14,4.9,0,0
19602,8.57,14,1.16,0,0
19603,131.46,14,2.68,0,0
19604,26.77,9,19.3,0,0
19605,11.97,12,12.76,0,0
19606,30.67,16,12.42,0,0
19607,12.12,13,9.44,9,1
19608,44.35,14,5.08,0,0
19609,41.76,13,31.37,0,0
19610,35.34,12,17.84,0,0
19611,14.11,10,9.61,0,0
19612,56.31,11,11.34,0,0
19613,105.49,22,7.16,0,0
19614,22.59,15,55.72,0,0
19615,35.7,5,9.34,0,0
19616,113.54,3,2094.98,0,1
19617,33.14,4,13.04,0,0
19618,14.44,8,21.64,0,0
19619,58.82,13,10.08,0,0
19620,13.32,11,48.67,0,0
19621,21.32,18,4.23,0,0
19622,43.29,14,53.54,0,0
19623,33.32,10,8.4,0,0
19624,19.57,19,23.24,0,0
19625,12.12,23,0.85,0,0
19626,18.85,14,14.77,0,0
19627,13.59,17,8.57,0,0
19628,9.33,11,35.63,0,0
19629,37.05,6,7.93,0,0
19630,4.11,3,6.58,0,0
19631,39.58,15,13.65,0,0
19632,79.77,7,5.99,0,0
19633,76.8,9,26.18,0,0
19634,102.96,19,17.8,1,0
19635,21.58,8,24.06,0,0
19636,79.25,16,14.05,0,0
19637,63.79,10,17.27,0,0
19638,36.6,11,14.43,0,0
19639,14.77,17,9.52,0,0
19640,105.96,11,5.21,0,0
19641,7.48,3,26.69,0,0
19642,21.77,5,14.98,0,0
19643,11.08,18,26.99,0,0
19644,34.15,11,2.59,0,0
19645,12.13,16,15.25,0,0
19646,79.7,18,5.76,0,0
19647,32.0,6,6.08,0,0
19648,22.75,5,3.69,0,0
19649,73.89,17,21.75,0,0
19650,43.6,12,5.0,1,0
19651,68.09,13,15.75,0,0
19652,59.03,8,12.94,0,0
19653,30.02,8,468.55,0,0
19654,34.35,5,445.99,0,0
19655,68.63,23,5.43,0,0
19656,18.56,17,9.02,0,0
19657,8.74,19,1.82,0,0
19658,41.9,14,48.42,0,0
19659,89.92,18,26.91,0,0
19660,23.17,7,23.13,0,0
19661,20.6,22,11.98,0,0
19662,35.08,17,47.83,0,0
19663,10.18,10,21.67,0,0
19664,8.22,14,28.67,0,0
19665,24.22,11,10.76,0,0
19666,56.79,12,7.17,0,0
19667,35.82,7,24.77,0,0
19668,24.27,13,1.14,0,0
19669,42.81,22,21.37,0,0
19670,52.83,8,19.03,0,0
19671,35.09,6,6.44,0,0
19672,23.41,10,28.57,0,0
19673,21.18,19,13.73,0,0
19674,59.52,10,20.67,0,0
19675,36.52,9,17.3,0,0
19676,17.75,13,21.0,0,0
19677,11.46,17,9.28,0,0
19678,9.93,10,3.33,0,0
19679,11.69,18,8.56,0,0
19680,48.97,17,143.65,0,0
19681,50.56,14,10.63,0,0
19682,97.49,9,26.99,0,0
19683,53.86,12,6.67,0,0
19684,82.71,16,20.15,0,0
19685,63.19,10,5.83,0,0
19686,45.27,9,9.73,0,0
19687,30.23,14,22.32,0,0
19688,18.1,4,44.22,0,0
19689,13.0,15,12.41,0,0
19690,39.04,11,14.4,0,0
19691,17.44,17,34.62,0,0
19692,41.25,17,30.35,0,0
19693,16.79,17,18.31,0,0
19694,24.47,5,1.65,0,0
19695,25.03,11,6.08,0,0
19696,25.56,17,2.66,0,0
19697,13.05,9,27.82,0,0
19698,129.43,10,5.88,0,0
19699,23.61,21,16.4,0,0
19700,37.83,19,3.28,0,0
19701,31.82,8,13.98,0,0
19702,10.95,17,7.54,0,0
19703,11.94,14,12.0,1,0
19704,19.66,13,10.48,0,0
19705,22.53,23,36.72,0,0
19706,2.58,14,39.15,0,0
19707,43.09,10,23.93,0,0
19708,44.35,16,19.22,0,0
19709,33.84,19,11.05,0,0
19710,32.11,10,3.84,0,0
19711,8.18,11,7.25,0,0
19712,37.82,18,19.68,0,0
19713,29.48,7,26.02,0,0
19714,25.2,4,17.69,0,0
19715,39.61,8,9.0,0,0
19716,30.87,21,30.83,0,0
19717,40.6,17,17.48,0,0
19718,12.06,12,12.36,0,0
19719,43.96,1,31.65,0,0
19720,26.06,13,7.28,0,0
19721,53.73,17,3.42,1,0
19722,14.95,19,254.45,0,0
19723,31.84,13,13.34,0,0
19724,36.52,19,10.71,0,0
19725,54.31,18,40.06,0,0
19726,37.28,18,24.0,1,0
19727,12.65,18,24.19,5,1
19728,79.64,19,22.76,0,0
19729,68.04,7,13.37,0,0
19730,21.1,14,3.81,0,0
19731,50.99,15,3.24,0,0
19732,65.47,23,10.5,0,0
19733,27.56,11,10.81,0,0
19734,28.72,5,17.73,0,0
19735,21.54,14,9.77,0,0
19736,30.88,16,335.38,0,0
19737,59.86,12,16.25,0,0
19738,42.99,13,11.42,0,0
19739,7.81,3,15.32,0,0
19740,24.95,20,8.06,0,0
19741,16.37,12,5.59,0,0
19742,43.79,2,24.03,0,0
19743,75.63,23,14.7,0,0
19744,118.96,9,18.06,0,0
19745,16.8,17,3.81,1,0
19746,33.42,13,20.5,0,0
19747,223.74,17,14.83,0,0
19748,24.32,9,24.3,0,0
19749,32.33,19,24.4,0,0
19750,74.02,19,13.45,0,0
19751,28.29,5,21.74,0,0
19752,9.69,18,5.82,0,0
19753,24.13,15,10.22,0,0
19754,12.16,21,1.65,0,0
19755,33.4,14,4.17,0,0
19756,30.54,10,10.76,0,0
19757,42.81,8,1.08,0,0
19758,81.42,6,12.89,1,0
19759,35.03,11,9.25,0,0
19760,25.21,11,21.32,0,0
19761,36.98,13,25.81,0,0
19762,35.04,18,3.22,0,0
19763,12.88,11,268.21,0,0
19764,45.98,11,4.21,0,0
19765,28.85,21,33.47,0,0
19766,23.16,23,7.8,0,0
19767,16.11,20,17.73,0,0
19768,61.02,12,64.65,0,0
19769,22.04,4,30.68,0,0
19770,22.02,14,15.02,0,0
19771,28.24,16,8.79,0,0
19772,26.96,14,29.49,0,0
19773,19.35,14,800.35,0,0
19774,29.52,6,12.72,1,0
19775,83.68,16,9.95,0,0
19776,27.99,4,19.38,0,0
19777,21.58,10,5.17,0,0
19778,52.14,12,11.04,0,0
19779,33.78,11,7.02,0,0
19780,7.96,15,7.28,0,0
19781,15.57,18,7.04,0,0
19782,42.46,10,27.14,0,0
19783,35.26,13,25.76,0,0
19784,18.28,11,8.17,0,0
19785,29.08,20,1.59,2,0
19786,17.36,16,5.97,0,0
19787,22.55,11,698.18,0,0
19788,49.37,16,21.94,0,0
19789,81.49,7,13.42,0,0
19790,18.95,20,23.46,1,0
19791,25.08,10,42.62,0,0
19792,42.53,11,14.77,0,0
19793,33.27,15,19.44,0,0
19794,36.53,16,3.49,0,0
19795,18.49,15,49.25,0,0
19796,43.45,21,10.33,0,0
19797,24.9,15,1.67,0,0
19798,53.26,17,11.47,0,0
19799,21.3,19,8.86,0,0
19800,70.34,19,13.73,0,0
19801,154.39,5,13.39,0,0
19802,69.46,14,16.28,0,0
19803,16.39,15,15.09,0,0
19804,56.93,3,2.97,0,0
19805,21.29,14,21.59,0,0
19806,33.53,9,893.75,0,0
19807,14.3,11,28.33,0,0
19808,41.99,16,1.98,0,0
19809,19.63,18,16.46,0,0
19810,45.84,9,11.58,0,0
19811,23.13,23,19.15,0,0
19812,59.19,23,52.77,1,0
19813,22.48,14,12.85,0,0
19814,41.24,8,11.99,0,0
19815,7.83,4,5.45,0,0
19816,33.32,12,22.28,0,0
19817,191.99,5,12.2,0,0
19818,11.95,10,3.05,0,0
19819,51.25,12,4.9,0,0
19820,121.25,6,24.12,0,0
19821,29.12,11,11.39,0,0
19822,23.54,21,3.78,0,0
19823,30.72,20,15.47,0,0
19824,166.6,7,2.93,0,0
19825,52.33,6,7.3,0,0
19826,5.88,20,25.21,0,0
19827,42.29,18,17.67,0,0
19828,22.64,10,6.89,0,0
19829,19.02,13,59.06,0,0
19830,38.91,12,8.34,0,0
19831,69.96,23,6.71,0,0
19832,24.34,14,22.58,0,0
19833,10.08,13,3.88,0,0
19834,50.87,14,59.15,0,0
19835,19.27,14,15.78,0,0
19836,21.32,21,1.63,0,0
19837,36.27,15,1419.22,0,0
19838,28.26,15,49.18,0,0
19839,23.32,10,12.12,0,0
19840,195.56,7,27.15,0,0
19841,82.23,11,6.74,0,0
19842,38.08,18,4.38,0,0
19843,78.95,10,2.36,0,0
19844,29.53,14,6.6,0,0
19845,15.38,10,1107.98,0,0
19846,43.72,8,43.62,0,0
19847,22.85,16,23.72,0,0
19848,17.68,9,350.94,0,0
19849,144.03,10,20.69,0,0
19850,49.53,9,7.19,1,0
19851,92.3,15,10.25,0,0
19852,17.55,16,7.69,0,0
19853,53.6,12,26.52,0,0
19854,35.11,12,13.78,0,0
19855,38.0,17,8.65,0,0
19856,13.2,12,7.79,0,0
19857,34.03,6,3.25,0,0
19858,62.08,19,5.6,0,0
19859,29.97,14,636.55,0,0
19860,23.59,20,12.43,0,0
19861,47.78,9,4.63,0,0
19862,48.45,10,26.52,0,0
19863,103.14,6,10.95,0,0
19864,7.0,2,252.4,0,0
19865,23.95,9,3.46,0,0
19866,24.91,12,6.59,0,0
19867,45.18,7,662.35,1,0
19868,7.05,14,2.67,0,0
19869,39.14,13,27.06,0,0
19870,14.31,5,12.93,0,0
19871,37.47,23,11.36,0,0
19872,59.25,9,20.25,0,0
19873,8.28,22,14.18,0,0
19874,18.53,4,8.25,0,0
19875,18.22,10,22.59,0,0
19876,41.36,9,1.72,0,0
19877,104.64,12,12.53,0,0
19878,54.82,10,858.24,0,0
19879,49.45,15,4.28,0,0
19880,52.97,12,12.8,0,0
19881,46.28,9,19.17,0,0
19882,20.56,14,51.75,1,0
19883,58.88,6,7.61,0,0
19884,27.99,16,22.74,0,0
19885,54.88,22,13.43,0,0
19886,18.34,14,5.29,0,0
19887,11.62,16,13.62,0,0
19888,13.09,12,34.15,0,0
19889,38.56,16,16.9,1,0
19890,38.25,15,550.25,0,0
19891,15.04,20,34.87,0,0
19892,11.26,15,17.19,0,0
19893,34.52,2,7.27,0,0
19894,40.66,13,15.88,1,0
19895,108.96,11,8.67,0,0
19896,140.49,5,2.42,0,0
19897,21.27,8,38.56,0,0
19898,31.39,6,4.42,0,0
19899,30.43,12,19.33,0,0
19900,41.94,17,17.67,0,0
19901,11.97,10,12.12,0,0
19902,16.76,19,2.82,0,0
19903,63.34,12,35.0,0,0
19904,26.68,16,1196.94,0,0
19905,6.17,12,17.66,0,0
19906,12.28,13,8.1,0,0
19907,30.78,17,27.52,0,0
19908,30.04,10,20.03,0,0
19909,26.34,20,173.95,0,0
19910,35.03,18,7.53,0,0
19911,94.27,7,17.26,0,0
19912,13.53,14,21.52,0,0
19913,24.09,19,44.88,0,0
19914,44.52,20,22.74,0,0
19915,41.78,18,30.56,0,0
19916,29.34,14,8.6,0,0
19917,46.74,17,8.92,0,0
19918,36.65,12,38.37,0,0
19919,3.14,5,2.56,0,0
19920,17.03,9,13.44,0,0
19921,77.41,20,14.26,0,0
19922,55.71,23,13.8,0,0
19923,12.64,9,12.78,0,0
19924,42.2,18,20.41,1,0
19925,20.86,14,6.8,0,0
19926,30.51,7,19.05,0,0
19927,260.81,13,14.32,0,0
19928,79.28,15,17.22,0,0
19929,54.53,11,319.19,0,0
19930,118.65,4,853.38,0,1
19931,31.79,18,5.29,0,0
19932,32.36,15,4.48,0,0
19933,51.1,14,20.08,0,0
19934,50.06,17,10.89,0,0
19935,29.21,22,8.64,1,0
19936,10.34,18,13.11,0,0
19937,41.96,16,17.69,0,0
19938,15.93,14,11.44,0,0
19939,59.58,21,8.82,0,0
19940,14.43,14,9.8,1,0
19941,58.68,18,18.92,0,0
19942,29.61,13,5.49,0,0
19943,48.05,9,7.53,1,0
19944,49.29,13,22.31,0,0
19945,12.03,7,341.07,8,1
19946,52.55,22,1187.72,0,0
19947,23.41,16,3.52,0,0
19948,31.49,20,9.3,2,0
19949,47.54,19,13.41,0,0
19950,81.71,14,9.09,0,0
19951,14.26,17,5.24,0,0
19952,39.94,21,7.91,0,0
19953,24.56,18,35.28,0,0
19954,23.98,11,14.08,0,0
19955,58.93,18,33.51,0,0
19956,40.32,16,78.81,0,0
19957,61.6,15,3.52,0,0
19958,31.37,20,525.54,0,0
19959,53.07,16,10.36,0,0
19960,13.19,8,5.65,0,0
19961,41.57,9,27.01,0,0
19962,19.21,15,2.94,1,0
19963,55.83,15,23.92,0,0
19964,25.97,10,447.41,0,0
19965,14.4,13,7.78,0,0
19966,213.64,8,5.66,0,0
19967,15.24,11,6.61,0,0
19968,75.19,10,15.86,0,0
19969,13.98,23,4.19,0,0
19970,225.88,22,14.11,0,0
19971,45.27,13,16.84,0,0
19972,19.79,0,9.26,0,0
19973,42.11,14,22.25,0,0
19974,41.68,9,16.33,0,0
19975,20.14,17,19.32,0,0
19976,57.98,11,5.53,0,0
19977,18.37,14,18.52,0,0
19978,119.15,16,15.66,0,0
19979,18.42,14,4.41,1,0
19980,9.83,18,11.64,0,0
19981,20.12,15,10.99,0,0
19982,10.91,14,25.8,0,0
19983,49.26,16,17.8,0,0
19984,40.5,21,17.1,0,0
19985,68.26,18,3.83,0,0
19986,77.06,8,22.26,0,0
19987,11.58,15,47.85,0,0
19988,11.59,11,18.14,0,0
19989,20.76,22,16.77,0,0
19990,16.77,20,17.76,0,0
19991,39.58,13,12.67,0,0
19992,11.49,9,11.9,0,0
19993,17.02,19,8.25,1,0
19994,12.81,17,22.71,1,0
19995,43.51,13,16.81,0,0
19996,33.55,14,34.17,0,0
19997,27.37,15,4.87,0,0
19998,20.51,3,16.24,0,0
19999,41.25,18,497.36,0,0
20000,10.11,15,10.34,0,0
20001,15.78,20,27.14,0,0
20002,22.72,12,10.56,0,0
20003,16.24,18,16.65,0,0
20004,9.13,22,9.23,0,0
20005,8.61,12,10.86,0,0
20006,45.61,18,7.91,0,0
20007,36.24,18,11.91,0,0
20008,34.11,20,33.86,0,0
20009,10.56,14,25.24,1,0
20010,69.1,4,36.17,1,0
20011,13.71,13,9.36,0,0
20012,35.37,19,8.4,0,0
20013,41.12,22,17.22,0,0
20014,12.75,15,11.12,0,0
20015,39.3,15,19.18,0,0
20016,82.1,8,2.87,0,0
20017,23.16,20,14.42,0,0
20018,7.69,15,5.86,0,0
20019,14.96,18,8.25,0,0
20020,18.85,16,69.41,0,0
20021,102.83,11,6.6,0,0
20022,49.31,8,30.86,0,0
20023,30.11,15,35.88,0,0
20024,33.77,9,11.23,0,0
20025,16.5,5,24.6,0,0
20026,19.65,4,39.49,0,0
20027,64.02,15,37.45,0,0
20028,85.45,16,25.29,0,0
20029,32.67,15,25.73,0,0
20030,71.59,22,6.19,0,0
20031,22.31,21,1311.73,0,0
20032,59.39,12,18.91,0,0
20033,99.06,7,19.78,0,0
20034,13.81,15,10.13,0,0
20035,13.29,6,613.83,0,0
20036,13.51,6,11.92,0,0
20037,14.04,12,809.07,0,0
20038,4.98,23,2.2,0,0
20039,36.45,17,7.15,0,0
20040,18.12,13,12.57,0,0
20041,69.35,22,6.41,0,0
20042,31.78,8,14.81,0,0
20043,53.16,12,5.77,0,0
20044,22.08,19,16.3,0,0
20045,37.29,10,13.5,0,0
20046,32.27,22,12.28,0,0
20047,76.63,11,21.9,0,0
20048,31.11,18,8.83,0,0
20049,19.42,14,293.88,1,0
20050,15.27,15,2.01,0,0
20051,25.5,14,3.49,0,0
20052,26.43,17,9.12,0,0
20053,11.08,12,14.89,0,0
20054,86.84,5,10.42,0,0
20055,14.99,18,8.5,0,0
20056,4.6,9,13.75,6,1
20057,24.82,14,35.16,0,0
20058,10.36,12,11.57,0,0
20059,35.19,15,58.29,0,0
20060,18.44,18,1.83,0,0
20061,8.84,7,14.98,0,0
20062,22.27,6,8.45,0,0
20063,28.7,12,40.17,0,0
20064,60.22,16,14.54,0,0
20065,12.06,13,5.09,0,0
20066,49.18,0,15.2,0,0
20067,26.34,6,862.3,0,0
20068,30.75,18,16.15,0,0
20069,42.63,9,4.71,0,0
20070,84.54,11,10.54,0,0
20071,19.03,21,2.82,0,0
20072,20.24,6,37.9,0,0
20073,77.32,18,13.68,0,0
20074,8.74,12,4.68,0,0
20075,42.43,9,1.64,0,0
20076,144.88,10,15.49,0,0
20077,27.76,11,17.18,0,0
20078,29.87,18,12.58,0,0
20079,111.2,13,16.34,0,0
20080,55.47,21,5.82,0,0
20081,14.03,3,12.82,0,0
20082,17.76,18,37.27,0,0
20083,35.08,13,6.1,0,0
20084,28.11,23,5.12,0,0
20085,38.21,17,22.7,0,0
20086,58.02,8,23.17,0,0
20087,27.4,18,6.42,0,0
20088,32.26,13,1.78,0,0
20089,47.9,18,4.08,0,0
20090,41.3,12,7.32,0,0
20091,56.26,17,4.49,0,0
20092,88.47,23,25.37,0,0
20093,25.07,9,3.34,0,0
20094,99.07,22,7.32,0,0
20095,12.87,23,31.93,0,0
20096,23.06,20,24.39,1,0
20097,35.35,9,11.2,0,0
20098,30.67,7,35.9,0,0
20099,17.43,16,16.4,0,0
20100,19.33,17,11.85,0,0
20101,31.77,19,6.86,0,0
20102,40.75,14,18.68,0,0
20103,17.4,17,26.61,0,0
20104,65.01,23,788.56,0,0
20105,14.12,14,1.01,0,0
20106,36.12,4,10.72,1,0
20107,22.46,19,5.46,0,0
20108,31.54,11,1.95,0,0
20109,153.99,14,7.5,0,0
20110,31.06,11,7.9,0,0
20111,16.03,8,2.25,0,0
20112,13.62,12,9.18,0,0
20113,38.44,23,14.43,0,0
20114,104.92,15,13.18,0,0
20115,29.3,9,13.18,1,0
20116,133.58,23,16.87,0,0
20117,17.85,11,2.14,0,0
20118,29.06,11,13.26,0,0
20119,29.9,11,39.92,0,0
20120,15.26,8,24.04,0,0
20121,41.78,18,10.61,0,0
20122,52.6,16,6.38,0,0
20123,49.24,22,15.46,0,0
20124,29.25,13,10.71,0,0
20125,24.79,15,13.25,0,0
20126,31.4,18,0.59,0,0
20127,10.36,11,0.02,0,0
20128,15.88,15,15.12,0,0
20129,56.91,13,1.52,0,0
20130,48.0,19,22.29,0,0
20131,93.79,9,7.23,0,0
20132,42.34,13,11.24,0,0
20133,28.71,15,6.89,0,0
20134,11.65,10,5.37,0,0
20135,26.75,21,4.22,0,0
20136,29.16,20,1.85,0,0
20137,45.05,10,35.3,1,0
20138,65.98,6,6.39,0,0
20139,27.43,8,14.17,0,0
20140,65.64,9,8.83,0,0
20141,77.44,8,3.91,0,0
20142,53.63,5,24.51,0,0
20143,39.14,21,10.78,0,0
20144,80.49,10,23.15,0,0
20145,57.37,13,33.85,0,0
20146,44.17,15,11.67,0,0
20147,31.97,22,26.35,0,0
20148,39.49,18,41.31,0,0
20149,15.67,14,3.22,0,0
20150,102.85,15,13.43,0,0
20151,36.56,23,668.04,0,0
20152,31.39,11,13.85,0,0
20153,28.13,16,22.25,0,0
20154,26.37,7,5.78,0,0
20155,10.31,15,12.22,0,0
20156,123.88,14,14.76,0,0
20157,5.6,18,10.1,0,0
20158,53.08,13,2.81,0,0
20159,24.37,16,22.63,0,0
20160,6.96,6,14.31,0,0
20161,10.17,14,39.58,0,0
20162,18.24,13,2.2,0,0
20163,27.07,16,1208.58,0,0
20164,75.51,7,2.88,0,0
20165,10.64,19,25.88,0,0
20166,34.04,10,13.14,0,0
20167,12.58,19,50.45,0,0
20168,23.79,23,6.59,0,0
20169,28.75,19,12.46,0,0
20170,34.38,21,6.84,0,0
20171,38.12,11,581.06,0,0
20172,27.84,4,25.47,0,0
20173,8.16,11,2.8,0,0
20174,29.35,18,15.33,0,0
20175,12.7,2,1037.73,0,0
20176,59.44,19,16.84,0,0
20177,68.72,2,1.58,0,0
20178,16.56,3,3.98,0,0
20179,66.7,15,4.39,0,0
20180,48.14,16,32.52,0,0
20181,15.65,6,9.27,0,0
20182,39.05,5,7.59,0,0
20183,35.79,18,20.97,0,0
20184,45.41,20,11.92,0,0
20185,11.75,5,7.09,0,0
20186,22.99,20,6.48,0,0
20187,86.53,11,3.09,0,0
20188,25.55,10,23.56,0,0
20189,68.61,8,8.52,0,0
20190,30.95,17,4.88,0,0
20191,26.65,13,10.28,0,0
20192,17.44,7,6.91,0,0
20193,15.73,19,22.87,0,0
20194,31.49,15,4.62,0,0
20195,37.29,13,4.05,0,0
20196,8.0,17,15.94,0,0
20197,23.85,4,13.17,0,0
20198,18.89,8,33.27,0,0
20199,9.71,10,10.39,1,0
20200,17.81,21,2.82,0,0
20201,80.98,15,3.64,0,0
20202,20.97,12,20.36,0,0
20203,18.83,10,13.84,0,0
20204,6.93,12,8.77,0,0
20205,33.07,19,52.67,0,0
20206,14.87,12,52.66,0,0
20207,22.44,23,6.51,0,0
20208,24.31,9,6.69,0,0
20209,20.91,20,24.4,0,0
20210,33.74,15,21.07,0,0
20211,27.78,4,20.66,0,0
20212,101.19,22,5.13,0,0
20213,41.22,11,23.83,0,0
20214,85.06,15,12.13,0,0
20215,19.27,11,8.6,0,0
20216,51.1,6,17.74,0,0
20217,7.08,11,1.23,0,0
20218,26.3,21,20.84,0,0
20219,66.28,13,18.63,0,0
20220,26.72,23,15.44,0,0
20221,24.22,22,11.77,0,0
20222,24.32,20,3.52,0,0
20223,27.57,11,30.08,0,0
20224,88.07,10,11.38,0,0
20225,30.92,23,1.43,0,0
20226,25.51,4,2.87,0,0
20227,29.78,13,396.81,0,0
20228,40.81,18,8.36,0,0
20229,26.38,12,8.25,0,0
20230,33.91,4,27.65,2,0
20231,36.92,9,27.49,0,0
20232,60.97,8,10.6,0,0
20233,13.66,4,8.62,0,0
20234,10.13,9,14.78,0,0
20235,14.68,23,11.95,0,0
20236,15.57,18,12.45,0,0
20237,14.54,20,4.6,0,0
20238,15.65,6,14.9,0,0
20239,40.55,13,7.97,0,0
20240,33.22,16,33.04,0,0
20241,26.25,4,11.74,0,0
20242,12.99,9,8.14,1,0
20243,63.8,17,8.14,0,0
20244,8.92,15,8.1,0,0
20245,44.48,17,6.0,0,0
20246,71.68,10,35.33,1,0
20247,43.55,11,22.23,0,0
20248,64.93,14,10.69,0,0
20249,30.76,20,34.01,0,0
20250,246.13,22,12.69,0,0
20251,56.74,14,31.3,0,0
20252,12.55,18,8.09,0,0
20253,63.22,21,23.27,0,0
20254,57.73,23,13.07,0,0
20255,12.68,20,14.4,0,0
20256,26.34,23,5.58,0,0
20257,94.66,4,2.81,0,0
20258,12.22,18,9.03,0,0
20259,14.86,13,19.17,0,0
20260,38.55,7,17.13,0,0
20261,40.93,20,3.73,0,0
20262,49.49,10,32.69,0,0
20263,75.17,9,24.84,0,0
20264,8.9,16,26.51,1,0
20265,21.44,2,29.79,0,0
20266,18.42,13,20.82,0,0
20267,22.48,16,6.95,0,0
20268,59.35,23,10.06,0,0
20269,11.47,8,3.1,0,0
20270,9.67,18,3.43,0,0
20271,18.91,11,9.31,0,0
20272,32.39,17,4.13,0,0
20273,77.85,13,8.45,0,0
20274,169.73,12,9.07,0,0
20275,47.93,15,2.47,0,0
20276,13.39,19,16.45,0,0
20277,52.34,6,8.08,0,0
20278,19.8,13,43.62,0,0
20279,16.32,12,8.81,1,0
20280,36.62,7,9.92,0,0
20281,117.21,11,49.09,0,0
20282,15.64,20,65.55,0,0
20283,30.69,17,5.9,0,0
20284,46.99,18,5.03,0,0
20285,27.88,6,13.08,0,0
20286,23.79,20,7.87,1,0
20287,51.04,21,21.1,0,0
20288,32.17,11,436.53,1,0
20289,30.25,16,1.69,0,0
20290,33.2,4,26.37,0,0
20291,23.36,8,13.15,0,0
20292,17.38,18,15.3,0,0
20293,58.3,23,3.69,0,0
20294,15.48,10,12.61,0,0
20295,44.81,11,21.94,0,0
20296,92.26,22,19.68,1,0
20297,30.92,19,1107.03,0,0
20298,47.07,9,7.17,0,0
20299,16.56,12,2.36,0,0
20300,27.3,15,6.65,0,0
20301,14.9,16,22.6,0,0
20302,150.1,23,11.76,0,0
20303,29.8,13,10.71,1,0
20304,82.35,19,725.66,0,0
20305,11.74,7,29.17,0,0
20306,23.21,19,25.84,1,0
20307,55.87,21,11.63,0,0
20308,8.46,14,6.59,0,0
20309,17.67,10,3.33,0,0
20310,19.17,17,22.91,0,0
20311,27.23,22,17.0,0,0
20312,94.85,13,19.92,0,0
20313,27.64,8,16.95,0,0
20314,42.3,9,3.63,0,0
20315,16.08,18,10.12,0,0
20316,25.9,9,13.58,0,0
20317,24.44,4,46.92,0,0
20318,21.82,16,31.29,0,0
20319,20.88,7,9.57,0,0
20320,16.39,10,26.86,0,0
20321,22.66,14,28.88,0,0
20322,54.04,11,20.92,0,0
20323,22.95,14,18.65,0,0
20324,70.23,11,7.17,1,0
20325,19.56,2,7.82,0,0
20326,26.23,14,11.93,0,0
20327,37.26,14,9.07,1,0
20328,28.22,23,9.01,1,0
20329,29.07,9,11.29,0,0
20330,113.91,6,1.54,1,0
20331,17.68,14,30.49,0,0
20332,23.88,19,22.28,0,0
20333,23.71,15,2.67,0,0
20334,53.24,14,9.51,0,0
20335,31.85,4,1.76,0,0
20336,15.88,21,14.98,0,0
20337,26.11,10,27.44,0,0
20338,30.31,16,35.59,0,0
20339,124.79,12,21.07,0,0
20340,9.99,19,67.36,0,0
20341,29.24,6,15.49,0,0
20342,41.43,11,22.97,0,0
20343,21.55,13,19.97,0,0
20344,44.05,11,6.6,0,0
20345,29.1,15,20.62,0,0
20346,35.88,8,16.06,0,0
20347,9.69,12,3.72,0,0
20348,70.17,7,30.78,0,0
20349,43.82,10,12.56,0,0
20350,26.76,18,33.72,0,0
20351,29.96,17,11.32,1,0
20352,36.42,14,29.09,0,0
20353,43.04,8,35.69,0,0
20354,50.35,16,27.27,0,0
20355,19.43,19,14.98,0,0
20356,66.75,12,14.27,0,0
20357,14.46,18,11.97,0,0
20358,7.26,14,4.02,0,0
20359,38.28,12,7.32,0,0
20360,63.52,23,8.72,0,0
20361,18.23,17,20.9,0,0
20362,64.21,2,26.96,0,0
20363,8.28,18,2.9,0,0
20364,25.74,11,639.61,0,0
20365,15.45,16,15.39,0,0
20366,21.87,12,5.75,0,0
20367,42.5,5,11.1,0,0
20368,5.3,16,5.97,0,0
20369,12.22,20,54.46,0,0
